Item,Time,Distance(mi),Speed(mph),Pace(min/mi),HeartRate(bpm),Latitude,Longitude,Altiutde(ft)
55,00:03:40,0,0, ----,89,200.0,200.0,0
56,00:03:44,0,0, ----,89,200.0,200.0,0
57,00:03:48,0,0, ----,92,200.0,200.0,0
58,00:03:52,0,0, ----,92,200.0,200.0,0
59,00:03:56,0,0, ----,92,200.0,200.0,0
60,00:04:00,0,0, ----,92,200.0,200.0,0
61,00:04:04,0,0.3, 99:59,94,200.0,200.0,0
62,00:04:08,0,0.6, 99:59,94,200.0,200.0,0
63,00:04:12,0,0.9, 68:58,94,200.0,200.0,0
64,00:04:16,0,1.2, 51:38,94,200.0,200.0,0
65,00:04:20,0,1.5, 40:34,95,200.0,200.0,0
66,00:04:24,0,1.8, 33:25,95,200.0,200.0,0
67,00:04:28,0,2.1, 28:24,95,200.0,200.0,0
68,00:04:32,0,2.4, 24:38,95,200.0,200.0,0
69,00:04:36,0,2.5, 23:47,96,200.0,200.0,0
70,00:04:40,0,2.6, 22:56,96,200.0,200.0,0
71,00:04:44,0,2.7, 22:11,96,200.0,200.0,0
72,00:04:48,0,2.8, 21:27,96,200.0,200.0,0
73,00:04:52,0,2.9, 20:59,97,200.0,200.0,0
74,00:04:56,0,2.9, 20:32,97,200.0,200.0,0
75,00:05:00,0,3, 20:04,97,200.0,200.0,0
76,00:05:04,0,3.1, 19:40,97,200.0,200.0,0
77,00:05:08,0,3, 19:47,99,200.0,200.0,0
78,00:05:12,0,3, 19:54,99,200.0,200.0,0
79,00:05:16,0,3, 20:02,99,200.0,200.0,0
80,00:05:20,0,3, 20:09,99,200.0,200.0,0
81,00:05:24,0,3, 20:14,102,200.0,200.0,0
82,00:05:28,0,3, 20:19,102,200.0,200.0,0
83,00:05:32,0,2.9, 20:27,102,200.0,200.0,0
84,00:05:36,0,2.9, 20:32,102,200.0,200.0,0
85,00:05:40,0,2.9, 20:27,106,200.0,200.0,0
86,00:05:44,0,2.9, 20:25,106,200.0,200.0,0
87,00:05:48,0,3, 20:19,106,200.0,200.0,0
88,00:05:52,0,3, 20:14,106,200.0,200.0,0
89,00:05:56,0,3, 20:09,107,200.0,200.0,0
90,00:06:00,0,3, 20:02,107,200.0,200.0,0
91,00:06:04,0,3, 19:57,107,200.0,200.0,0
92,00:06:08,0,3, 19:49,107,200.0,200.0,0
93,00:06:12,0,3, 19:44,108,200.0,200.0,0
94,00:06:16,0,3.1, 19:37,108,200.0,200.0,0
95,00:06:20,0,3.1, 19:32,108,200.0,200.0,0
96,00:06:24,0,3.1, 19:28,108,200.0,200.0,0
97,00:06:28,0,3, 19:54,110,200.0,200.0,0
98,00:06:32,0,2.9, 20:22,110,200.0,200.0,0
99,00:06:36,0,2.9, 20:51,110,200.0,200.0,0
100,00:06:40,0,2.8, 21:22,110,200.0,200.0,0
101,00:06:44,0,2.8, 21:19,111,200.0,200.0,0
102,00:06:48,0,2.8, 21:13,111,200.0,200.0,0
103,00:06:52,0,2.8, 21:10,111,200.0,200.0,0
104,00:06:56,0,2.8, 21:05,111,200.0,200.0,0
105,00:07:00,0,2.9, 20:32,113,200.0,200.0,0
106,00:07:04,0,3, 20:02,113,200.0,200.0,0
107,00:07:08,0,3.1, 19:32,113,200.0,200.0,0
108,00:07:12,0,3.1, 19:05,113,200.0,200.0,0
109,00:07:16,0,3.1, 19:05,112,200.0,200.0,0
110,00:07:20,0,3.1, 19:07,112,200.0,200.0,0
111,00:07:24,0,3.1, 19:07,112,200.0,200.0,0
112,00:07:28,0,3.1, 19:09,112,200.0,200.0,0
113,00:07:32,0,3.1, 19:09,116,200.0,200.0,0
114,00:07:36,0,3.1, 19:09,116,200.0,200.0,0
115,00:07:40,0,3.1, 19:09,116,200.0,200.0,0
116,00:07:44,0,3.1, 19:09,116,200.0,200.0,0
117,00:07:48,0,3.1, 19:19,120,200.0,200.0,0
118,00:07:52,0,3.1, 19:28,120,200.0,200.0,0
119,00:07:56,0,3.1, 19:37,120,200.0,200.0,0
120,00:08:00,0,3, 19:47,120,200.0,200.0,0
121,00:08:04,0,2.9, 20:40,119,200.0,200.0,0
122,00:08:08,0,2.8, 21:41,119,200.0,200.0,0
123,00:08:12,0,2.6, 22:49,119,200.0,200.0,0
124,00:08:16,0,2.5, 24:01,119,200.0,200.0,0
125,00:08:20,0,2.1, 28:09,119,200.0,200.0,0
126,00:08:24,0,1.8, 34:00,119,200.0,200.0,0
127,00:08:28,0,1.4, 42:55,119,200.0,200.0,0
128,00:08:32,0,1, 58:10,119,200.0,200.0,0
129,00:08:36,0,0.8, 77:52,114,200.0,200.0,0
130,00:08:40,0,0.5, 99:59,114,200.0,200.0,0
131,00:08:44,0,0.3, 99:59,114,200.0,200.0,0
132,00:08:48,0,0, ----,114,200.0,200.0,0
133,00:08:52,0,0, ----,109,200.0,200.0,0
134,00:08:56,0,0, ----,109,200.0,200.0,0
135,00:09:00,0,0, ----,109,200.0,200.0,0
136,00:09:04,0,0, ----,109,200.0,200.0,0
137,00:09:08,0,0, ----,113,200.0,200.0,0
138,00:09:12,0,0, ----,113,200.0,200.0,0
139,00:09:16,0,0, ----,113,200.0,200.0,0
140,00:09:20,0,0, ----,113,200.0,200.0,0
141,00:09:24,0,0, ----,113,200.0,200.0,0
142,00:09:28,0,0, ----,113,200.0,200.0,0
143,00:09:32,0,0, ----,113,200.0,200.0,0
144,00:09:36,0,0, ----,113,200.0,200.0,0
145,00:09:40,0,0, ----,110,200.0,200.0,0
146,00:09:44,0,0, ----,110,200.0,200.0,0
147,00:09:48,0,0, ----,110,200.0,200.0,0
148,00:09:52,0,0, ----,110,200.0,200.0,0
149,00:09:56,0,0.4, 99:59,106,200.0,200.0,0
150,00:10:00,0,0.8, 75:26,106,200.0,200.0,0
151,00:10:04,0,1.2, 50:17,106,200.0,200.0,0
152,00:10:08,0,1.6, 37:43,106,200.0,200.0,0
153,00:10:12,0,2, 29:53,108,200.0,200.0,0
154,00:10:16,0,2.4, 24:45,108,200.0,200.0,0
155,00:10:20,0,2.8, 21:07,108,200.0,200.0,0
156,00:10:24,0,3.3, 18:25,108,200.0,200.0,0
157,00:10:28,0.01,3.2, 18:38,110,200.0,200.0,0
158,00:10:32,0.01,3.2, 18:51,110,200.0,200.0,0
159,00:10:36,0.01,3.1, 19:05,110,200.0,200.0,0
160,00:10:40,0.01,3.1, 19:16,110,200.0,200.0,0
161,00:10:44,0.01,2.7, 22:14,109,200.0,200.0,0
162,00:10:48,0.01,2.3, 26:19,109,200.0,200.0,0
163,00:10:52,0.01,1.9, 32:11,109,200.0,200.0,0
164,00:10:56,0.01,1.4, 41:26,109,200.0,200.0,0
165,00:11:00,0.01,1.1, 55:29,105,200.0,200.0,0
166,00:11:04,0.01,0.7, 83:14,105,200.0,200.0,0
167,00:11:08,0.01,0.4, 99:59,105,200.0,200.0,0
168,00:11:12,0.01,0, ----,105,200.0,200.0,0
169,00:11:16,0.01,0, ----,102,200.0,200.0,0
170,00:11:20,0.01,0, ----,102,200.0,200.0,0
171,00:11:24,0.01,0, ----,102,200.0,200.0,0
172,00:11:28,0.01,0, ----,102,200.0,200.0,0
173,00:11:32,0.01,0, ----,101,200.0,200.0,0
174,00:11:36,0.01,0, ----,101,200.0,200.0,0
175,00:11:40,0.01,0, ----,101,200.0,200.0,0
176,00:11:44,0.01,0, ----,101,200.0,200.0,0
177,00:11:48,0.01,0, ----,98,200.0,200.0,0
178,00:11:52,0.01,0, ----,98,200.0,200.0,0
179,00:11:56,0.01,0, ----,98,200.0,200.0,0
180,00:12:00,0.01,0, ----,98,200.0,200.0,0
181,00:12:04,0.01,0, ----,97,200.0,200.0,0
182,00:12:08,0.01,0, ----,97,200.0,200.0,0
183,00:12:12,0.01,0, ----,97,200.0,200.0,0
184,00:12:16,0.01,0, ----,97,200.0,200.0,0
185,00:12:20,0.01,0.1, 99:59,97,22.3685826,114.1421384,141
186,00:12:24,0.01,0.3, 99:59,96,22.3685706,114.1421474,141
187,00:12:28,0.01,0.4, 99:59,96,22.3685706,114.1421474,141
188,00:12:32,0.01,0.6, 99:59,96,22.3685706,114.1421474,141
189,00:12:36,0.01,0.7, 83:58,96,22.3685706,114.1421474,141
190,00:12:40,0.01,1, 63:07,98,22.3685346,114.1421722,141
191,00:12:44,0.01,1.2, 50:33,98,22.3685346,114.1421722,141
192,00:12:48,0.01,1.4, 41:59,98,22.3685346,114.1421722,141
193,00:12:52,0.01,1.6, 38:19,98,22.3685346,114.1421722,141
194,00:12:56,0.01,1.7, 35:46,97,22.3684982,114.1421947,144
195,00:13:00,0.01,1.8, 33:38,97,22.3684982,114.1421947,144
196,00:13:04,0.01,1.9, 31:39,97,22.3684982,114.1421947,144
197,00:13:08,0.01,2, 29:53,97,22.3684982,114.1421947,144
198,00:13:12,0.01,2.1, 29:16,100,22.3684884,114.1422424,138
199,00:13:16,0.01,2.1, 28:34,100,22.3684884,114.1422424,138
200,00:13:20,0.01,2.1, 27:59,100,22.3684884,114.1422424,138
201,00:13:24,0.01,2.2, 27:21,100,22.3684884,114.1422424,138
202,00:13:28,0.01,2.3, 26:27,107,22.3684819,114.1422947,134
203,00:13:32,0.01,2.3, 25:37,107,22.3684819,114.1422947,134
204,00:13:36,0.01,2.4, 24:49,107,22.3684819,114.1422947,134
205,00:13:40,0.01,2.5, 24:04,107,22.3684819,114.1422947,134
206,00:13:44,0.01,2.5, 23:43,106,22.368462,114.1423239,108
207,00:13:48,0.01,2.6, 23:23,106,22.368462,114.1423239,108
208,00:13:52,0.01,2.6, 23:02,106,22.368462,114.1423239,108
209,00:13:56,0.01,2.6, 22:43,106,22.368462,114.1423239,108
210,00:14:00,0.01,2.6, 22:59,104,22.3684314,114.1423442,138
211,00:14:04,0.01,2.6, 23:13,104,22.3684314,114.1423442,138
212,00:14:08,0.01,2.6, 23:29,104,22.3684314,114.1423442,138
213,00:14:12,0.01,2.5, 23:47,104,22.3684314,114.1423442,138
214,00:14:16,0.01,2.5, 23:54,101,200.0,200.0,138
215,00:14:20,0.01,2.5, 24:01,101,200.0,200.0,138
216,00:14:24,0.01,2.5, 24:08,101,200.0,200.0,138
217,00:14:28,0.01,2.5, 24:16,101,200.0,200.0,138
218,00:14:32,0.01,2.5, 24:16,95,200.0,200.0,138
219,00:14:36,0.01,2.5, 24:16,95,200.0,200.0,138
220,00:14:40,0.01,2.5, 24:16,95,200.0,200.0,138
221,00:14:44,0.01,2.5, 24:16,95,200.0,200.0,138
222,00:14:48,0.01,2.5, 24:16,93,200.0,200.0,138
223,00:14:52,0.01,2.5, 24:16,93,200.0,200.0,138
224,00:14:56,0.01,2.5, 24:16,93,200.0,200.0,138
225,00:15:00,0.01,2.5, 24:16,93,200.0,200.0,138
226,00:15:04,0.01,2.5, 24:16,95,200.0,200.0,138
227,00:15:08,0.01,2.5, 24:16,95,200.0,200.0,138
228,00:15:12,0.01,2.5, 24:16,95,200.0,200.0,138
229,00:15:16,0.01,2.5, 24:16,95,200.0,200.0,138
230,00:15:20,0.01,2.5, 24:16,93,200.0,200.0,138
231,00:15:24,0.01,2.5, 24:16,93,200.0,200.0,138
232,00:15:28,0.01,2.5, 24:16,93,200.0,200.0,138
233,00:15:32,0.01,2.5, 24:16,93,200.0,200.0,138
234,00:15:36,0.01,2.5, 24:16,95,200.0,200.0,138
235,00:15:40,0.01,2.5, 24:16,95,200.0,200.0,138
236,00:15:44,0.01,2.5, 24:16,95,200.0,200.0,138
237,00:15:48,0.01,2.5, 24:16,95,200.0,200.0,138
238,00:15:52,0.01,2.5, 24:16,95,200.0,200.0,138
239,00:15:56,0.01,2.5, 24:16,95,200.0,200.0,138
240,00:16:00,0.01,2.5, 24:16,95,200.0,200.0,138
241,00:16:04,0.01,2.5, 24:16,95,200.0,200.0,138
242,00:16:08,0.01,2.5, 24:16,95,200.0,200.0,138
243,00:16:12,0.01,2.5, 24:16,95,200.0,200.0,138
244,00:16:16,0.01,2.5, 24:16,95,200.0,200.0,138
245,00:16:20,0.01,2.5, 24:16,95,200.0,200.0,138
246,00:16:24,0.01,2.5, 24:16,90,200.0,200.0,138
247,00:16:28,0.01,2.5, 24:16,90,200.0,200.0,138
248,00:16:32,0.01,2.5, 24:16,90,200.0,200.0,138
249,00:16:36,0.01,2.5, 24:16,90,200.0,200.0,138
250,00:16:40,0.01,2.5, 24:16,85,200.0,200.0,138
251,00:16:44,0.01,2.5, 24:16,85,200.0,200.0,138
252,00:16:48,0.01,2.5, 24:16,85,200.0,200.0,138
253,00:16:52,0.01,2.5, 24:16,85,200.0,200.0,138
254,00:16:56,0.01,2.2, 27:02,87,22.3682985,114.1424036,203
255,00:17:00,0.01,2, 29:26,91,22.3683006,114.1423908,210
256,00:17:04,0.01,1.9, 32:17,91,22.3683006,114.1423908,210
257,00:17:08,0.01,1.7, 35:46,91,22.3683006,114.1423908,210
258,00:17:12,0.01,1.5, 40:04,91,22.3683006,114.1423908,210
259,00:17:16,0.01,1.2, 49:31,90,22.3683006,114.1423908,210
260,00:17:20,0.01,0.9, 64:22,90,22.3683006,114.1423908,210
261,00:17:24,0.01,0.7, 91:58,90,22.3683006,114.1423908,210
262,00:17:28,0.01,0.6, 95:36,90,22.3683006,114.1423908,210
263,00:17:32,0.01,0.7, 89:24,92,22.3683086,114.1423926,213
264,00:17:36,0.01,0.7, 83:14,92,22.3683086,114.1423926,213
265,00:17:40,0.01,0.8, 77:52,92,22.3683086,114.1423926,213
266,00:17:44,0.01,0.8, 73:09,92,22.3683086,114.1423926,213
267,00:17:48,0.01,0.9, 63:56,94,22.3683171,114.1424033,213
268,00:17:52,0.01,1.1, 56:48,94,22.3683171,114.1424033,213
269,00:17:56,0.01,1.2, 50:49,94,22.3683171,114.1424033,213
270,00:18:00,0.01,1.3, 46:12,94,22.3683171,114.1424033,213
271,00:18:04,0.01,1.3, 47:48,99,22.3683171,114.1424033,216
272,00:18:08,0.01,1.2, 49:46,99,22.3683171,114.1424033,216
273,00:18:12,0.01,1.2, 51:38,99,22.3683171,114.1424033,216
274,00:18:16,0.01,1.1, 53:56,99,22.3683171,114.1424033,216
275,00:18:20,0.01,1, 61:30,101,22.3683171,114.1424033,216
276,00:18:24,0.01,0.8, 72:04,101,22.3683171,114.1424033,216
277,00:18:28,0.01,0.7, 86:13,101,22.3683171,114.1424033,216
278,00:18:32,0.01,0.6, 99:59,101,22.3683171,114.1424033,216
279,00:18:36,0.01,0.6, 99:59,102,22.3683171,114.1424033,216
280,00:18:40,0.01,0.6, 99:59,102,22.3683171,114.1424033,216
281,00:18:44,0.01,0.6, 99:59,102,22.3683171,114.1424033,216
282,00:18:48,0.01,0.6, 99:59,102,22.3683171,114.1424033,216
283,00:18:52,0.01,0.7, 82:32,102,22.3683171,114.1424033,216
284,00:18:56,0.01,0.9, 69:58,102,22.3683171,114.1424033,216
285,00:19:00,0.01,1, 60:43,102,22.3683171,114.1424033,216
286,00:19:04,0.01,1.1, 53:38,102,22.3683171,114.1424033,216
287,00:19:08,0.01,1, 60:43,97,22.3683171,114.1424033,216
288,00:19:12,0.01,0.9, 69:58,97,22.3683171,114.1424033,216
289,00:19:16,0.01,0.7, 82:32,97,22.3683171,114.1424033,216
290,00:19:20,0.01,0.6, 99:59,97,22.3683171,114.1424033,216
291,00:19:24,0.01,0.6, 99:59,95,22.3683171,114.1424033,216
292,00:19:28,0.01,0.6, 99:59,95,22.3683171,114.1424033,216
293,00:19:32,0.01,0.6, 99:59,95,22.3683171,114.1424033,216
294,00:19:36,0.01,0.6, 99:59,95,22.3683171,114.1424033,216
295,00:19:40,0.01,0.7, 82:32,95,22.3683171,114.1424033,216
296,00:19:44,0.01,0.9, 69:58,95,22.3683171,114.1424033,216
297,00:19:48,0.01,1, 60:43,95,22.3683171,114.1424033,216
298,00:19:52,0.01,1.1, 53:38,95,22.3683171,114.1424033,216
299,00:19:56,0.01,1.2, 51:38,93,22.3683071,114.1423901,223
300,00:20:00,0.01,1.2, 49:46,93,22.3683071,114.1423901,223
301,00:20:04,0.01,1.2, 48:17,93,22.3683071,114.1423901,223
302,00:20:08,0.01,1.3, 46:38,93,22.3683071,114.1423901,223
303,00:20:12,0.01,1.3, 46:25,93,22.3683001,114.1423798,223
304,00:20:16,0.01,1.3, 46:12,93,22.3683001,114.1423798,223
305,00:20:20,0.01,1.3, 45:59,93,22.3683001,114.1423798,223
306,00:20:24,0.01,1.3, 45:32,93,22.3683001,114.1423798,223
307,00:20:28,0.01,1.1, 53:03,93,22.3683001,114.1423798,223
308,00:20:32,0.01,1, 63:07,93,22.3683001,114.1423798,223
309,00:20:36,0.01,0.8, 77:52,93,22.3683001,114.1423798,223
310,00:20:40,0.01,0.6, 99:59,93,22.3683001,114.1423798,223
311,00:20:44,0.01,0.4, 99:59,86,22.3683001,114.1423798,223
312,00:20:48,0.01,0.3, 99:59,86,22.3683001,114.1423798,223
313,00:20:52,0.01,0.1, 99:59,86,22.3683001,114.1423798,223
314,00:20:56,0.01,0, ----,86,22.3683001,114.1423798,223
315,00:21:00,0.01,0, ----,82,22.3683001,114.1423798,223
316,00:21:04,0.01,0, ----,82,22.3683001,114.1423798,223
317,00:21:08,0.01,0, ----,82,22.3683001,114.1423798,223
318,00:21:12,0.01,0, ----,82,22.3683001,114.1423798,223
319,00:21:16,0.01,0, ----,86,22.3683001,114.1423798,223
320,00:21:20,0.01,0, ----,86,22.3683001,114.1423798,223
321,00:21:24,0.01,0, ----,86,22.3683001,114.1423798,223
322,00:21:28,0.01,0, ----,86,22.3683001,114.1423798,223
323,00:21:32,0.01,0, 99:59,88,22.3683001,114.1423798,220
324,00:21:36,0.01,0, 99:59,88,22.3683001,114.1423798,220
325,00:21:40,0.01,0, 99:59,88,22.3683001,114.1423798,220
326,00:21:44,0.01,0, 99:59,88,22.3683001,114.1423798,220
327,00:21:48,0.01,0.2, 99:59,88,22.3682914,114.142365,220
328,00:21:52,0.01,0.3, 99:59,88,22.3682914,114.142365,220
329,00:21:56,0.01,0.5, 99:59,88,22.3682914,114.142365,220
330,00:22:00,0.01,0.6, 93:44,88,22.3682914,114.142365,220
331,00:22:04,0.01,0.8, 72:04,85,22.3683004,114.1423621,220
332,00:22:08,0.01,1, 58:52,85,22.3683004,114.1423621,220
333,00:22:12,0.01,1.2, 49:31,85,22.3683004,114.1423621,220
334,00:22:16,0.01,1.4, 42:43,85,22.3683004,114.1423621,220
335,00:22:20,0.01,1.4, 43:29,90,22.3683119,114.1423589,220
336,00:22:24,0.01,1.3, 44:29,90,22.3683119,114.1423589,220
337,00:22:28,0.01,1.3, 45:32,90,22.3683119,114.1423589,220
338,00:22:32,0.01,1.3, 46:38,90,22.3683119,114.1423589,220
339,00:22:36,0.01,1.1, 54:52,95,22.3683119,114.1423589,216
340,00:22:40,0.01,0.9, 66:08,95,22.3683119,114.1423589,216
341,00:22:44,0.01,0.7, 83:58,95,22.3683119,114.1423589,216
342,00:22:48,0.01,0.5, 99:59,95,22.3683119,114.1423589,216
343,00:22:52,0.01,0.5, 99:59,91,22.3683152,114.1423441,216
344,00:22:56,0.01,0.6, 99:59,91,22.3683152,114.1423441,216
345,00:23:00,0.01,0.6, 99:59,91,22.3683152,114.1423441,216
346,00:23:04,0.01,0.6, 99:32,91,22.3683152,114.1423441,216
347,00:23:08,0.01,0.6, 96:34,91,22.3683152,114.1423441,216
348,00:23:12,0.01,0.6, 92:50,91,22.3683152,114.1423441,216
349,00:23:16,0.01,0.7, 89:24,91,22.3683152,114.1423441,216
350,00:23:20,0.01,0.7, 86:13,91,22.3683152,114.1423441,216
351,00:23:24,0.01,0.8, 79:48,91,22.3683003,114.1423375,223
352,00:23:28,0.01,0.8, 73:43,91,22.3683003,114.1423375,223
353,00:23:32,0.01,0.9, 68:58,91,22.3683003,114.1423375,223
354,00:23:36,0.01,0.9, 64:22,91,22.3683003,114.1423375,223
355,00:23:40,0.01,0.9, 66:08,94,22.3682946,114.1423352,223
356,00:23:44,0.01,0.9, 68:00,94,22.3682946,114.1423352,223
357,00:23:48,0.01,0.9, 69:58,94,22.3682946,114.1423352,223
358,00:23:52,0.01,0.8, 72:04,94,22.3682946,114.1423352,223
359,00:23:56,0.01,0.7, 82:32,92,22.3683011,114.1423351,226
360,00:24:00,0.01,0.6, 96:34,92,22.3683011,114.1423351,226
361,00:24:04,0.01,0.5, 99:59,92,22.3683011,114.1423351,226
362,00:24:08,0.01,0.4, 99:59,92,22.3683011,114.1423351,226
363,00:24:12,0.01,0.4, 99:59,89,22.3683098,114.142335,226
364,00:24:16,0.01,0.4, 99:59,89,22.3683098,114.142335,226
365,00:24:20,0.01,0.4, 99:59,89,22.3683098,114.142335,226
366,00:24:24,0.01,0.4, 99:59,89,22.3683098,114.142335,226
367,00:24:28,0.01,0.5, 99:59,89,22.3683025,114.1423544,230
368,00:24:32,0.01,0.5, 99:59,89,22.3683025,114.1423544,230
369,00:24:36,0.01,0.5, 99:59,89,22.3683025,114.1423544,230
370,00:24:40,0.01,0.6, 99:59,89,22.3683025,114.1423544,230
371,00:24:44,0.01,0.8, 79:08,89,22.3682951,114.1423782,233
372,00:24:48,0.01,0.9, 64:48,89,22.3682951,114.1423782,233
373,00:24:52,0.01,1.1, 55:10,89,22.3682951,114.1423782,233
374,00:24:56,0.01,1.3, 47:48,89,22.3682951,114.1423782,233
375,00:25:00,0.01,1.1, 52:11,91,22.3682951,114.1423782,233
376,00:25:04,0.01,1, 57:28,91,22.3682951,114.1423782,233
377,00:25:08,0.01,0.9, 63:31,91,22.3682951,114.1423782,233
378,00:25:12,0.01,0.8, 71:31,91,22.3682951,114.1423782,233
379,00:25:16,0.01,0.8, 77:14,91,22.3683004,114.1423901,233
380,00:25:20,0.01,0.7, 83:14,91,22.3683004,114.1423901,233
381,00:25:24,0.01,0.7, 91:05,91,22.3683004,114.1423901,233
382,00:25:28,0.01,0.6, 99:59,91,22.3683004,114.1423901,233
383,00:25:32,0.01,0.6, 98:32,91,22.3683004,114.1423901,233
384,00:25:36,0.01,0.6, 95:36,91,22.3683004,114.1423901,233
385,00:25:40,0.01,0.6, 93:44,91,22.3683004,114.1423901,233
386,00:25:44,0.01,0.7, 91:58,91,22.3683004,114.1423901,233
387,00:25:48,0.01,0.6, 99:32,92,22.3683004,114.1423901,233
388,00:25:52,0.01,0.5, 99:59,92,22.3683004,114.1423901,233
389,00:25:56,0.01,0.5, 99:59,92,22.3683004,114.1423901,233
390,00:26:00,0.01,0.4, 99:59,92,22.3683004,114.1423901,233
391,00:26:04,0.01,0.4, 99:59,89,22.3683004,114.1423901,233
392,00:26:08,0.01,0.3, 99:59,89,22.3683004,114.1423901,233
393,00:26:12,0.01,0.3, 99:59,89,22.3683004,114.1423901,233
394,00:26:16,0.01,0.2, 99:59,89,22.3683004,114.1423901,233
395,00:26:20,0.01,0.3, 99:59,92,22.3683101,114.1423957,239
396,00:26:24,0.01,0.4, 99:59,92,22.3683101,114.1423957,239
397,00:26:28,0.01,0.5, 99:59,92,22.3683101,114.1423957,239
398,00:26:32,0.01,0.6, 99:59,92,22.3683101,114.1423957,239
399,00:26:36,0.01,0.6, 99:59,95,22.3683085,114.142403,243
400,00:26:40,0.01,0.6, 99:59,95,22.3683085,114.142403,243
401,00:26:44,0.01,0.6, 99:59,95,22.3683085,114.142403,243
402,00:26:48,0.01,0.6, 99:59,95,22.3683085,114.142403,243
403,00:26:52,0.01,0.6, 99:59,95,22.3683145,114.1424098,239
404,00:26:56,0.01,0.6, 98:32,95,22.3683145,114.1424098,239
405,00:27:00,0.01,0.6, 95:36,95,22.3683145,114.1424098,239
406,00:27:04,0.01,0.7, 91:58,95,22.3683145,114.1424098,239
407,00:27:08,0.01,0.8, 74:51,94,22.3683256,114.1424176,243
408,00:27:12,0.01,1, 63:07,94,22.3683256,114.1424176,243
409,00:27:16,0.01,1.1, 54:33,94,22.3683256,114.1424176,243
410,00:27:20,0.01,1.2, 48:02,94,22.3683256,114.1424176,243
411,00:27:24,0.01,1.1, 52:28,93,22.3683256,114.1424176,246
412,00:27:28,0.01,1, 57:28,93,22.3683256,114.1424176,246
413,00:27:32,0.01,0.9, 63:31,93,22.3683256,114.1424176,246
414,00:27:36,0.01,0.8, 71:00,93,22.3683256,114.1424176,246
415,00:27:40,0.01,0.8, 79:08,93,22.3683216,114.1424133,246
416,00:27:44,0.01,0.7, 88:35,93,22.3683216,114.1424133,246
417,00:27:48,0.01,0.6, 99:59,93,22.3683216,114.1424133,246
418,00:27:52,0.01,0.5, 99:59,93,22.3683216,114.1424133,246
419,00:27:56,0.01,0.5, 99:59,84,22.3683216,114.1424133,246
420,00:28:00,0.01,0.4, 99:59,84,22.3683216,114.1424133,246
